index_name,network,year,annual_count,n_stations
cool_days,common_fixed,1994,50.03703703703704,108
cool_days,common_fixed,1995,43.75925925925926,108
cool_days,common_fixed,1996,50.175925925925924,108
cool_days,common_fixed,1997,47.80555555555556,108
cool_days,common_fixed,1998,33.23148148148148,108
cool_days,common_fixed,1999,24.805555555555557,108
cool_days,common_fixed,2000,30.583333333333332,108
cool_days,common_fixed,2001,22.194444444444443,108
cool_days,common_fixed,2002,29.824074074074073,108
cool_days,common_fixed,2003,32.138888888888886,108
cool_days,common_fixed,2004,33.47222222222222,108
cool_days,common_fixed,2005,33.583333333333336,108
cool_days,common_fixed,2006,33.2037037037037,108
cool_days,common_fixed,2007,32.398148148148145,108
cool_days,common_fixed,2008,43.101851851851855,108
cool_days,common_fixed,2009,32.629629629629626,108
cool_days,common_fixed,2010,15.685185185185185,108
cool_days,common_fixed,2011,32.870370370370374,108
cool_days,common_fixed,2012,30.796296296296298,108
cool_days,common_fixed,2013,31.15740740740741,108
cool_days,common_fixed,2014,29.39814814814815,108
cool_days,common_fixed,2015,26.12962962962963,108
cool_days,common_fixed,2016,24.89814814814815,108
cool_days,common_fixed,2017,18.712962962962962,108
cool_days,common_fixed,2018,20.083333333333332,108
cool_days,common_fixed,2019,26.916666666666668,108
cool_days,common_fixed,2020,31.462962962962962,108
cool_days,common_fixed,2021,12.805555555555555,108
cool_days,common_fixed,2022,16.583333333333332,108
cool_days,common_fixed,2023,14.62037037037037,108
cool_days,common_fixed,2024,19.796296296296298,108
cool_days,common_365_equivalent,1991,56.44619677553943,108
cool_days,common_365_equivalent,1992,105.44757606243515,108
cool_days,common_365_equivalent,1993,69.21353351076539,108
cool_days,common_365_equivalent,1994,50.51295627272657,108
cool_days,common_365_equivalent,1995,44.13656253135796,108
cool_days,common_365_equivalent,1996,50.488320283180215,108
cool_days,common_365_equivalent,1997,48.441623870517226,108
cool_days,common_365_equivalent,1998,33.65041151908664,108
cool_days,common_365_equivalent,1999,25.06285917475916,108
cool_days,common_365_equivalent,2000,30.98738365890756,108
cool_days,common_365_equivalent,2001,22.308935385676104,108
cool_days,common_365_equivalent,2002,30.072502233314463,108
cool_days,common_365_equivalent,2003,32.42927945578645,108
cool_days,common_365_equivalent,2004,33.78185910769556,108
cool_days,common_365_equivalent,2005,33.72962021808093,108
cool_days,common_365_equivalent,2006,33.28761860354927,108
cool_days,common_365_equivalent,2007,32.48561663707787,108
cool_days,common_365_equivalent,2008,43.15241194484443,108
cool_days,common_365_equivalent,2009,32.68943386926543,108
cool_days,common_365_equivalent,2010,15.70431730685208,108
cool_days,common_365_equivalent,2011,32.972607244783475,108
cool_days,common_365_equivalent,2012,30.93825401043848,108
cool_days,common_365_equivalent,2013,31.169536875390303,108
cool_days,common_365_equivalent,2014,29.634150632198473,108
cool_days,common_365_equivalent,2015,26.248467063653194,108
cool_days,common_365_equivalent,2016,25.030970418793185,108
cool_days,common_365_equivalent,2017,18.77876559177582,108
cool_days,common_365_equivalent,2018,20.180800485939667,108
cool_days,common_365_equivalent,2019,27.067380686261682,108
cool_days,common_365_equivalent,2020,31.548019939479143,108
cool_days,common_365_equivalent,2021,12.85154285057537,108
cool_days,common_365_equivalent,2022,16.60658675740827,108
cool_days,common_365_equivalent,2023,14.665889608198064,108
cool_days,common_365_equivalent,2024,19.87425806500619,108
cool_nights,available,1991,51.29824561403509,114
cool_nights,available,1992,93.29268292682927,123
cool_nights,available,1993,58.710743801652896,121
cool_nights,available,1994,46.49593495934959,123
cool_nights,available,1995,46.475806451612904,124
cool_nights,available,1996,44.79838709677419,124
cool_nights,available,1997,42.145161290322584,124
cool_nights,available,1998,27.0,124
cool_nights,available,1999,29.443548387096776,124
cool_nights,available,2000,33.29838709677419,124
cool_nights,available,2001,25.806451612903224,124
cool_nights,available,2002,29.048387096774192,124
cool_nights,available,2003,36.685483870967744,124
cool_nights,available,2004,35.483870967741936,124
cool_nights,available,2005,32.25,124
cool_nights,available,2006,31.10483870967742,124
cool_nights,available,2007,35.20967741935484,124
cool_nights,available,2008,41.685483870967744,124
cool_nights,available,2009,28.556451612903224,124
cool_nights,available,2010,20.491935483870968,124
cool_nights,available,2011,34.903225806451616,124
cool_nights,available,2012,30.60483870967742,124
cool_nights,available,2013,35.653225806451616,124
cool_nights,available,2014,29.096774193548388,124
cool_nights,available,2015,22.35483870967742,124
cool_nights,available,2016,26.701612903225808,124
cool_nights,available,2017,26.153225806451612,124
cool_nights,available,2018,14.5,124
cool_nights,available,2019,22.06451612903226,124
cool_nights,available,2020,29.153225806451612,124
cool_nights,available,2021,19.29268292682927,123
cool_nights,available,2022,18.96747967479675,123
cool_nights,available,2023,16.137096774193548,124
cool_nights,available,2024,19.040983606557376,122
cool_nights,index_fixed,1991,51.68807339449541,109
cool_nights,index_fixed,1992,94.44954128440367,109
cool_nights,index_fixed,1993,59.65137614678899,109
cool_nights,index_fixed,1994,46.57798165137615,109
cool_nights,index_fixed,1995,46.10091743119266,109
cool_nights,index_fixed,1996,43.75229357798165,109
cool_nights,index_fixed,1997,42.77064220183486,109
cool_nights,index_fixed,1998,26.93577981651376,109
cool_nights,index_fixed,1999,29.34862385321101,109
cool_nights,index_fixed,2000,32.63302752293578,109
cool_nights,index_fixed,2001,25.75229357798165,109
cool_nights,index_fixed,2002,29.34862385321101,109
cool_nights,index_fixed,2003,36.62385321100918,109
cool_nights,index_fixed,2004,35.54128440366973,109
cool_nights,index_fixed,2005,31.871559633027523,109
cool_nights,index_fixed,2006,30.577981651376145,109
cool_nights,index_fixed,2007,34.981651376146786,109
cool_nights,index_fixed,2008,41.357798165137616,109
cool_nights,index_fixed,2009,28.477064220183486,109
cool_nights,index_fixed,2010,20.422018348623855,109
cool_nights,index_fixed,2011,35.36697247706422,109
cool_nights,index_fixed,2012,30.18348623853211,109
cool_nights,index_fixed,2013,35.477064220183486,109
cool_nights,index_fixed,2014,28.743119266055047,109
cool_nights,index_fixed,2015,22.3302752293578,109
cool_nights,index_fixed,2016,26.880733944954127,109
cool_nights,index_fixed,2017,26.31192660550459,109
cool_nights,index_fixed,2018,14.385321100917432,109
cool_nights,index_fixed,2019,22.192660550458715,109
cool_nights,index_fixed,2020,29.357798165137616,109
cool_nights,index_fixed,2021,19.522935779816514,109
cool_nights,index_fixed,2022,18.972477064220183,109
cool_nights,index_fixed,2023,16.256880733944953,109
cool_nights,index_fixed,2024,19.128440366972477,109
cool_nights,common_fixed,1991,51.81481481481482,108
cool_nights,common_fixed,1992,94.47222222222223,108
cool_nights,common_fixed,1993,59.76851851851852,108
cool_nights,common_fixed,1994,46.601851851851855,108
cool_nights,common_fixed,1995,46.18518518518518,108
cool_nights,common_fixed,1996,43.77777777777778,108
cool_nights,common_fixed,1997,42.898148148148145,108
cool_nights,common_fixed,1998,26.88888888888889,108
cool_nights,common_fixed,1999,29.34259259259259,108
cool_nights,common_fixed,2000,32.74074074074074,108
cool_nights,common_fixed,2001,25.796296296296298,108
cool_nights,common_fixed,2002,29.36111111111111,108
cool_nights,common_fixed,2003,36.72222222222222,108
cool_nights,common_fixed,2004,35.648148148148145,108
cool_nights,common_fixed,2005,31.90740740740741,108
cool_nights,common_fixed,2006,30.61111111111111,108
cool_nights,common_fixed,2007,35.092592592592595,108
cool_nights,common_fixed,2008,41.361111111111114,108
cool_nights,common_fixed,2009,28.537037037037038,108
cool_nights,common_fixed,2010,20.48148148148148,108
cool_nights,common_fixed,2011,35.361111111111114,108
cool_nights,common_fixed,2012,30.14814814814815,108
cool_nights,common_fixed,2013,35.592592592592595,108
cool_nights,common_fixed,2014,28.72222222222222,108
cool_nights,common_fixed,2015,22.203703703703702,108
cool_nights,common_fixed,2016,26.87037037037037,108
cool_nights,common_fixed,2017,26.203703703703702,108
cool_nights,common_fixed,2018,14.277777777777779,108
cool_nights,common_fixed,2019,22.175925925925927,108
cool_nights,common_fixed,2020,29.046296296296298,108
cool_nights,common_fixed,2021,19.435185185185187,108
cool_nights,common_fixed,2022,18.89814814814815,108
cool_nights,common_fixed,2023,16.212962962962962,108
cool_nights,common_fixed,2024,19.046296296296298,108
cool_nights,common_365_equivalent,1991,53.40833888515577,108
cool_nights,common_365_equivalent,1992,98.47630242870763,108
cool_nights,common_365_equivalent,1993,61.884783842227726,108
cool_nights,common_365_equivalent,1994,47.79831638096379,108
cool_nights,common_365_equivalent,1995,47.1473678531227,108
cool_nights,common_365_equivalent,1996,44.987569705065006,108
cool_nights,common_365_equivalent,1997,44.07969462859342,108
cool_nights,common_365_equivalent,1998,27.754682174712716,108
cool_nights,common_365_equivalent,1999,30.030803431021454,108
cool_nights,common_365_equivalent,2000,33.491299836423416,108
cool_nights,common_365_equivalent,2001,26.172802719594053,108
cool_nights,common_365_equivalent,2002,29.913858926464496,108
cool_nights,common_365_equivalent,2003,37.42800424428582,108
cool_nights,common_365_equivalent,2004,36.22350392344437,108
cool_nights,common_365_equivalent,2005,32.187453164374695,108
cool_nights,common_365_equivalent,2006,30.73814694597887,108
cool_nights,common_365_equivalent,2007,35.17933932551226,108
cool_nights,common_365_equivalent,2008,41.42780099254683,108
cool_nights,common_365_equivalent,2009,28.581910960028612,108
cool_nights,common_365_equivalent,2010,20.50562255071727,108
cool_nights,common_365_equivalent,2011,35.46043118617039,108
cool_nights,common_365_equivalent,2012,30.30679198189726,108
cool_nights,common_365_equivalent,2013,35.60251322751323,108
cool_nights,common_365_equivalent,2014,28.92023322087551,108
cool_nights,common_365_equivalent,2015,22.348028507680183,108
cool_nights,common_365_equivalent,2016,26.997624373095928,108
cool_nights,common_365_equivalent,2017,26.317373764205875,108
cool_nights,common_365_equivalent,2018,14.333088555736973,108
cool_nights,common_365_equivalent,2019,22.331032864776468,108
cool_nights,common_365_equivalent,2020,29.11652785417225,108
cool_nights,common_365_equivalent,2021,19.521365340501475,108
cool_nights,common_365_equivalent,2022,18.912962222445042,108
cool_nights,common_365_equivalent,2023,16.225202888915096,108
cool_nights,common_365_equivalent,2024,19.056368346971006,108
