index_name,omitted_year,q10,q50,q90,Delta1
cool_nights,2008,-5.905349794238686,-9.56908831908832,-13.13620071684588,-7.2308509226071935
cool_nights,2009,-5.905349794238686,-9.419191919191919,-12.271604938271603,-6.366255144032917
cool_nights,2010,-4.356060606060606,-9.419191919191919,-12.271604938271603,-7.915544332210996
cool_nights,2011,-5.905349794238686,-9.56908831908832,-12.271604938271603,-6.366255144032917
cool_nights,2012,-5.905349794238686,-9.56908831908832,-12.271604938271603,-6.366255144032917
cool_nights,2013,-5.905349794238686,-9.584544159544159,-13.13620071684588,-7.2308509226071935
cool_nights,2014,-5.905349794238686,-9.599999999999998,-12.271604938271603,-6.366255144032917
cool_nights,2015,-5.905349794238686,-9.419191919191919,-12.271604938271603,-6.366255144032917
cool_nights,2016,-5.905349794238686,-9.599999999999998,-12.271604938271603,-6.366255144032917
cool_nights,2017,-5.905349794238686,-9.599999999999998,-12.271604938271603,-6.366255144032917
cool_nights,2018,-4.356060606060606,-9.419191919191919,-12.271604938271603,-7.915544332210996
cool_nights,2019,-5.905349794238686,-9.599999999999998,-12.271604938271603,-6.366255144032917
cool_nights,2020,-5.905349794238686,-9.599999999999998,-13.946759259259261,-8.041409465020575
cool_nights,2021,-5.905349794238686,-9.419191919191919,-12.271604938271603,-6.366255144032917
cool_nights,2022,-5.905349794238686,-9.419191919191919,-12.271604938271603,-6.366255144032917
cool_nights,2023,-5.905349794238686,-9.419191919191919,-12.271604938271603,-6.366255144032917
cool_nights,2024,-5.905349794238686,-9.599999999999998,-12.271604938271603,-6.366255144032917
