definition,rule,threshold_mode,climate_regime,stratum,n_stations,n_zero,component,estimate_pp,ci_low_pp,ci_high_pp
warm_season,dry_inclusive_only,refitted,BWk_cold_desert,all,13,2,hot_marginal,11.47191908437583,6.760047910566941,20.548975246207082
warm_season,dry_inclusive_only,refitted,BWk_cold_desert,all,13,2,excess_joint,1.4905509715198304,-3.2486026084642,5.855735959542187
warm_season,dry_inclusive_only,refitted,BWk_cold_desert,positive,11,0,joint_change,10.16042780748663,-0.026737967914437954,25.668449197860966
warm_season,dry_inclusive_only,refitted,BWk_cold_desert,positive,11,0,dry_marginal,-2.060396351053791,-7.990720352312049,3.8219565901226797
warm_season,dry_inclusive_only,refitted,BWk_cold_desert,positive,11,0,hot_marginal,12.094998427178355,7.266435986159169,21.56417112299465
warm_season,dry_inclusive_only,refitted,BWk_cold_desert,positive,11,0,excess_joint,0.12582573136206462,-4.372444164831708,5.160427807486637
warm_season,dry_inclusive_only,refitted,BWk_cold_desert,zero,2,2,joint_change,8.823529411764705,-5.88235294117647,23.52941176470588
warm_season,dry_inclusive_only,refitted,BWk_cold_desert,zero,2,2,dry_marginal,-8.217993079584776,-17.301038062283737,0.43252595155709184
warm_season,dry_inclusive_only,refitted,BWk_cold_desert,zero,2,2,hot_marginal,8.044982698961938,1.557093425605537,21.02076124567474
warm_season,dry_inclusive_only,refitted,BWk_cold_desert,zero,2,2,excess_joint,8.996539792387544,-2.9411764705882364,14.022491349481003
warm_season,dry_inclusive_only,refitted,BSh_hot_steppe,all,8,5,joint_change,32.352941176470594,22.794117647058822,50.0
warm_season,dry_inclusive_only,refitted,BSh_hot_steppe,all,8,5,dry_marginal,-0.6055363321799296,-6.7701124567474045,7.136678200692041
warm_season,dry_inclusive_only,refitted,BSh_hot_steppe,all,8,5,hot_marginal,31.185121107266433,23.18230968858131,44.26903114186851
warm_season,dry_inclusive_only,refitted,BSh_hot_steppe,all,8,5,excess_joint,1.7733564013840848,-3.2439446366782008,9.039792387543255
warm_season,dry_inclusive_only,refitted,BSh_hot_steppe,positive,3,0,joint_change,15.686274509803921,1.9607843137254912,39.2156862745098
warm_season,dry_inclusive_only,refitted,BSh_hot_steppe,positive,3,0,dry_marginal,0.7497116493656293,-7.151095732410611,12.860438292964245
warm_season,dry_inclusive_only,refitted,BSh_hot_steppe,positive,3,0,hot_marginal,17.243367935409456,11.476355247981544,29.18396770472896
warm_season,dry_inclusive_only,refitted,BSh_hot_steppe,positive,3,0,excess_joint,-2.306805074971165,-7.95847750865052,5.651672433679356
warm_season,dry_inclusive_only,refitted,BSh_hot_steppe,zero,5,5,joint_change,42.35294117647059,29.411764705882355,60.0
warm_season,dry_inclusive_only,refitted,BSh_hot_steppe,zero,5,5,dry_marginal,-1.418685121107265,-11.90311418685121,7.923875432525952
warm_season,dry_inclusive_only,refitted,BSh_hot_steppe,zero,5,5,hot_marginal,39.55017301038062,27.61072664359861,56.055363321799305
warm_season,dry_inclusive_only,refitted,BSh_hot_steppe,zero,5,5,excess_joint,4.221453287197234,-3.4602076124567476,12.871972318339099
warm_season,dry_inclusive_only,refitted,BSk_cold_steppe,all,33,3,joint_change,16.75579322638146,5.52584670231729,33.16399286987526
warm_season,dry_inclusive_only,refitted,BSk_cold_steppe,all,33,3,dry_marginal,-0.08388382090804225,-5.851420782216631,6.948201740589289
warm_season,dry_inclusive_only,refitted,BSk_cold_steppe,all,33,3,hot_marginal,16.21054839047919,11.824997378630599,26.197965817342972
warm_season,dry_inclusive_only,refitted,BSk_cold_steppe,all,33,3,excess_joint,0.6291286568103179,-5.065009961203733,3.9110831498374754
warm_season,dry_inclusive_only,refitted,BSk_cold_steppe,positive,30,0,joint_change,16.862745098039213,4.705882352941174,33.33333333333333
warm_season,dry_inclusive_only,refitted,BSk_cold_steppe,positive,30,0,dry_marginal,0.18454440599769348,-5.744232987312571,7.256343713956176
warm_season,dry_inclusive_only,refitted,BSk_cold_steppe,positive,30,0,hot_marginal,15.824682814302195,10.63437139561707,26.29267589388697
warm_season,dry_inclusive_only,refitted,BSk_cold_steppe,positive,30,0,excess_joint,0.8535178777393314,-5.260668973471741,4.256632064590545
warm_season,dry_inclusive_only,refitted,BSk_cold_steppe,zero,3,3,joint_change,15.686274509803917,1.9607843137254897,43.13725490196078
warm_season,dry_inclusive_only,refitted,BSk_cold_steppe,zero,3,3,dry_marginal,-2.768166089965399,-14.417531718569782,12.16839677047289
warm_season,dry_inclusive_only,refitted,BSk_cold_steppe,zero,3,3,hot_marginal,20.06920415224913,17.58938869665513,30.683391003460216
warm_season,dry_inclusive_only,refitted,BSk_cold_steppe,zero,3,3,excess_joint,-1.6147635524798156,-7.843137254901957,4.382929642445214
warm_season,dry_inclusive_only,refitted,C_temperate,all,15,1,joint_change,22.35294117647059,10.588235294117647,43.529411764705884
warm_season,dry_inclusive_only,refitted,C_temperate,all,15,1,dry_marginal,4.452133794694348,-5.491349480968857,13.437139561707037
warm_season,dry_inclusive_only,refitted,C_temperate,all,15,1,hot_marginal,18.569780853517877,12.595155709342562,31.097462514417536
warm_season,dry_inclusive_only,refitted,C_temperate,all,15,1,excess_joint,-0.668973471741637,-4.660899653979239,5.236447520184545
warm_season,dry_inclusive_only,refitted,C_temperate,positive,14,0,joint_change,22.6890756302521,10.924369747899162,43.69747899159664
warm_season,dry_inclusive_only,refitted,C_temperate,positive,14,0,dry_marginal,4.77014335145823,-5.04325259515571,13.767301038062284
warm_season,dry_inclusive_only,refitted,C_temperate,positive,14,0,hot_marginal,18.66040533860603,12.839841819080576,31.141868512110726
warm_season,dry_inclusive_only,refitted,C_temperate,positive,14,0,excess_joint,-0.7414730598121594,-4.547701433514582,4.967869500741474
warm_season,dry_inclusive_only,refitted,C_temperate,zero,1,1,joint_change,17.64705882352941,-5.88235294117647,52.94117647058824
warm_season,dry_inclusive_only,refitted,C_temperate,zero,1,1,dry_marginal,0.0,-16.435986159169552,16.435986159169552
warm_season,dry_inclusive_only,refitted,C_temperate,zero,1,1,hot_marginal,17.301038062283737,5.709342560553634,35.98615916955017
warm_season,dry_inclusive_only,refitted,C_temperate,zero,1,1,excess_joint,0.3460207612456759,-13.840830449826989,14.878892733564019
warm_season,dry_inclusive_only,refitted,Dsa_cold_dry_summer,all,8,0,joint_change,19.852941176470583,5.147058823529412,43.382352941176464
warm_season,dry_inclusive_only,refitted,Dsa_cold_dry_summer,all,8,0,dry_marginal,1.4057093425605534,-7.6351643598615935,11.616565743944648
warm_season,dry_inclusive_only,refitted,Dsa_cold_dry_summer,all,8,0,hot_marginal,19.052768166089965,12.521626297577853,31.402465397923873
warm_season,dry_inclusive_only,refitted,Dsa_cold_dry_summer,all,8,0,excess_joint,-0.6055363321799301,-5.19031141868512,5.8391003460207624
warm_season,dry_inclusive_only,refitted,Dsa_cold_dry_summer,positive,8,0,joint_change,19.852941176470583,5.147058823529412,43.382352941176464
warm_season,dry_inclusive_only,refitted,Dsa_cold_dry_summer,positive,8,0,dry_marginal,1.4057093425605534,-7.6351643598615935,11.616565743944648
warm_season,dry_inclusive_only,refitted,Dsa_cold_dry_summer,positive,8,0,hot_marginal,19.052768166089965,12.521626297577853,31.402465397923873
warm_season,dry_inclusive_only,refitted,Dsa_cold_dry_summer,positive,8,0,excess_joint,-0.6055363321799301,-5.19031141868512,5.8391003460207624
warm_season,both_inclusive,refitted,All,all,103,28,joint_change,17.361507709880073,5.539691604797258,30.097087378640772
warm_season,both_inclusive,refitted,All,all,103,28,dry_marginal,0.3174656498807403,-6.450095743608693,7.059915342493366
warm_season,both_inclusive,refitted,All,all,103,28,hot_marginal,16.939899889138974,10.763933214633655,23.992172540061137
warm_season,both_inclusive,refitted,All,all,103,28,excess_joint,0.10414217086034971,-3.252259213222696,3.1078039439647944
warm_season,both_inclusive,refitted,All,positive,75,0,joint_change,15.294117647058814,2.741176470588235,28.549019607843146
warm_season,both_inclusive,refitted,All,positive,75,0,dry_marginal,1.2087658592848902,-5.507035755478661,7.981660899653982
warm_season,both_inclusive,refitted,All,positive,75,0,hot_marginal,14.140715109573245,8.221107266435986,21.46332179930795
warm_season,both_inclusive,refitted,All,positive,75,0,excess_joint,-0.05536332179930725,-3.9723183391003447,3.04959630911188
warm_season,both_inclusive,refitted,All,zero,28,28,joint_change,22.89915966386554,11.554621848739497,35.71428571428571
warm_season,both_inclusive,refitted,All,zero,28,28,dry_marginal,-2.0699456253089474,-10.411826495304004,5.771440929312901
warm_season,both_inclusive,refitted,All,zero,28,28,hot_marginal,24.43771626297578,15.872157686604055,32.865793376174
warm_season,both_inclusive,refitted,All,zero,28,28,excess_joint,0.5313890261987166,-2.3856895699456246,4.325259515570935
warm_season,both_inclusive,refitted,BWh_hot_desert,all,26,17,joint_change,19.683257918552037,8.371040723981903,31.447963800904972
warm_season,both_inclusive,refitted,BWh_hot_desert,all,26,17,dry_marginal,0.019962736225711507,-7.393532073462871,6.415357998402984
warm_season,both_inclusive,refitted,BWh_hot_desert,all,26,17,hot_marginal,20.51503859462337,12.715597551237689,28.42726909768433
warm_season,both_inclusive,refitted,BWh_hot_desert,all,26,17,excess_joint,-0.8517434122970436,-3.42028214000532,2.2624434389140284
warm_season,both_inclusive,refitted,BWh_hot_desert,positive,9,0,joint_change,15.032679738562088,3.92156862745098,24.18300653594771
warm_season,both_inclusive,refitted,BWh_hot_desert,positive,9,0,dry_marginal,2.7104959630911183,-5.382545174932717,8.515955401768549
warm_season,both_inclusive,refitted,BWh_hot_desert,positive,9,0,hot_marginal,12.091503267973856,6.073625528642829,18.5524798154556
warm_season,both_inclusive,refitted,BWh_hot_desert,positive,9,0,excess_joint,0.23068050749711697,-4.382929642445212,5.038446751249528
warm_season,both_inclusive,refitted,BWh_hot_desert,zero,17,17,joint_change,22.14532871972319,8.996539792387543,36.678200692041514
warm_season,both_inclusive,refitted,BWh_hot_desert,zero,17,17,dry_marginal,-1.4044372074089155,-9.283533482597191,6.219723183391008
warm_season,both_inclusive,refitted,BWh_hot_desert,zero,17,17,hot_marginal,24.974557296967227,15.334825971911256,34.68349277427234
warm_season,both_inclusive,refitted,BWh_hot_desert,zero,17,17,excess_joint,-1.4247913698351289,-4.640749033177281,2.993079584775092
warm_season,both_inclusive,refitted,BWk_cold_desert,all,13,2,joint_change,7.692307692307693,-5.882352941176472,20.38461538461547
warm_season,both_inclusive,refitted,BWk_cold_desert,all,13,2,dry_marginal,-3.233963268565345,-10.035267500665427,2.9944104338568005
warm_season,both_inclusive,refitted,BWk_cold_desert,all,13,2,hot_marginal,9.701889805696034,3.512776151184455,16.821932392866646
warm_season,both_inclusive,refitted,BWk_cold_desert,all,13,2,excess_joint,1.224381155177004,-4.604737822730902,5.988820867713601
warm_season,both_inclusive,refitted,BWk_cold_desert,positive,11,0,joint_change,8.021390374331553,-5.909090909090909,21.92513368983957
warm_season,both_inclusive,refitted,BWk_cold_desert,positive,11,0,dry_marginal,-2.201950298836113,-9.138880150990877,4.215162000629128
warm_season,both_inclusive,refitted,BWk_cold_desert,positive,11,0,hot_marginal,10.380622837370241,4.19943378420887,17.71075810003146
warm_season,both_inclusive,refitted,BWk_cold_desert,positive,11,0,excess_joint,-0.1572821642025782,-6.041207927021077,4.814407046240962
warm_season,both_inclusive,refitted,BWk_cold_desert,zero,2,2,joint_change,5.88235294117647,-11.764705882352942,20.588235294117645
warm_season,both_inclusive,refitted,BWk_cold_desert,zero,2,2,dry_marginal,-8.910034602076127,-20.155709342560552,0.4368512110726802
warm_season,both_inclusive,refitted,BWk_cold_desert,zero,2,2,hot_marginal,5.96885813148789,-2.5951557093425603,16.43598615916955
warm_season,both_inclusive,refitted,BWk_cold_desert,zero,2,2,excess_joint,8.823529411764707,-3.8062283737024205,16.955017301038062
warm_season,both_inclusive,refitted,BSh_hot_steppe,all,8,5,joint_change,29.411764705882355,16.91176470588235,44.11764705882353
warm_season,both_inclusive,refitted,BSh_hot_steppe,all,8,5,dry_marginal,-0.6487889273356395,-7.655709342560553,7.894679930795853
warm_season,both_inclusive,refitted,BSh_hot_steppe,all,8,5,hot_marginal,27.897923875432525,17.14857266435986,37.5432525951557
warm_season,both_inclusive,refitted,BSh_hot_steppe,all,8,5,excess_joint,2.1626297577854694,-3.4602076124567427,9.385813148788928
warm_season,both_inclusive,refitted,BSh_hot_steppe,positive,3,0,joint_change,13.72549019607843,-1.9607843137254901,35.29411764705882
warm_season,both_inclusive,refitted,BSh_hot_steppe,positive,3,0,dry_marginal,0.7497116493656296,-8.079584775086506,14.016724336793553
warm_season,both_inclusive,refitted,BSh_hot_steppe,positive,3,0,hot_marginal,15.282583621683964,8.243944636678199,24.512687427912354
warm_season,both_inclusive,refitted,BSh_hot_steppe,positive,3,0,excess_joint,-2.3068050749711646,-10.034602076124566,6.805074971164937
warm_season,both_inclusive,refitted,BSh_hot_steppe,zero,5,5,joint_change,38.8235294117647,22.352941176470587,54.11764705882352
warm_season,both_inclusive,refitted,BSh_hot_steppe,zero,5,5,dry_marginal,-1.487889273356401,-12.942906574394465,9.100346020761245
warm_season,both_inclusive,refitted,BSh_hot_steppe,zero,5,5,hot_marginal,35.46712802768165,19.963667820069208,47.993079584775074
warm_season,both_inclusive,refitted,BSh_hot_steppe,zero,5,5,excess_joint,4.8442906574394495,-2.6297577854671266,14.256055363321806
warm_season,both_inclusive,refitted,BSk_cold_steppe,all,33,3,joint_change,14.081996434937606,1.2477718360071308,29.233511586452753
warm_season,both_inclusive,refitted,BSk_cold_steppe,all,33,3,dry_marginal,-0.09436929852154763,-6.7581524588445,7.6921463772674885
warm_season,both_inclusive,refitted,BSk_cold_steppe,all,33,3,hot_marginal,14.438502673796792,8.697441543462306,21.888434518192298
warm_season,both_inclusive,refitted,BSk_cold_steppe,all,33,3,excess_joint,-0.2621369403376323,-4.886756841774142,3.942539582677991
warm_season,both_inclusive,refitted,BSk_cold_steppe,positive,30,0,joint_change,14.117647058823525,0.3921568627450976,29.41176470588234
warm_season,both_inclusive,refitted,BSk_cold_steppe,positive,30,0,dry_marginal,0.19031141868512125,-6.638408304498271,7.98154555940023
warm_season,both_inclusive,refitted,BSk_cold_steppe,positive,30,0,hot_marginal,14.054209919261824,7.600346020761244,22.105824682814305
warm_season,both_inclusive,refitted,BSk_cold_steppe,positive,30,0,excess_joint,-0.1268742791234139,-5.213956170703575,4.2675893886966545
warm_season,both_inclusive,refitted,BSk_cold_steppe,zero,3,3,joint_change,13.72549019607843,-1.9607843137254901,39.21568627450981
warm_season,both_inclusive,refitted,BSk_cold_steppe,zero,3,3,dry_marginal,-2.941176470588237,-16.032295271049595,13.385236447520205
warm_season,both_inclusive,refitted,BSk_cold_steppe,zero,3,3,hot_marginal,18.281430219146483,14.648212226066898,25.66320645905421
warm_season,both_inclusive,refitted,BSk_cold_steppe,zero,3,3,excess_joint,-1.6147635524798156,-7.612456747404843,6.113033448673587
warm_season,both_inclusive,refitted,C_temperate,all,15,1,joint_change,21.176470588235297,4.705882352941177,39.21568627450981
warm_season,both_inclusive,refitted,C_temperate,all,15,1,dry_marginal,4.717416378316032,-6.275086505190312,14.786620530565168
warm_season,both_inclusive,refitted,C_temperate,all,15,1,hot_marginal,16.528258362168394,9.16955017301038,26.286620530565173
warm_season,both_inclusive,refitted,C_temperate,all,15,1,excess_joint,-0.06920415224913383,-6.735870818915799,5.537485582468288
warm_season,both_inclusive,refitted,C_temperate,positive,14,0,joint_change,21.428571428571427,5.042016806722687,39.495798319327726
warm_season,both_inclusive,refitted,C_temperate,positive,14,0,dry_marginal,5.0543746910528915,-5.795847750865052,15.151384083044986
warm_season,both_inclusive,refitted,C_temperate,positive,14,0,hot_marginal,16.596638655462183,9.379634206623825,26.3229115175482
warm_season,both_inclusive,refitted,C_temperate,positive,14,0,excess_joint,-0.22244191794364696,-6.946366782006921,5.142115669797338
warm_season,both_inclusive,refitted,C_temperate,zero,1,1,joint_change,17.64705882352941,-5.882352941176472,47.05882352941176
warm_season,both_inclusive,refitted,C_temperate,zero,1,1,dry_marginal,0.0,-18.685121107266433,18.166089965397923
warm_season,both_inclusive,refitted,C_temperate,zero,1,1,hot_marginal,15.570934256055361,2.0761245674740487,29.584775086505182
warm_season,both_inclusive,refitted,C_temperate,zero,1,1,excess_joint,2.0761245674740496,-15.22491349480969,19.723183391003456
warm_season,both_inclusive,refitted,Dsa_cold_dry_summer,all,8,0,joint_change,19.852941176470583,0.7352941176470571,40.44117647058823
warm_season,both_inclusive,refitted,Dsa_cold_dry_summer,all,8,0,dry_marginal,1.470588235294117,-8.672145328719722,12.847102076124575
warm_season,both_inclusive,refitted,Dsa_cold_dry_summer,all,8,0,hot_marginal,17.214532871972317,9.6875,26.79606401384083
warm_season,both_inclusive,refitted,Dsa_cold_dry_summer,all,8,0,excess_joint,1.1678200692041532,-6.141868512110725,6.57439446366782
warm_season,both_inclusive,refitted,Dsa_cold_dry_summer,positive,8,0,joint_change,19.852941176470583,0.7352941176470571,40.44117647058823
warm_season,both_inclusive,refitted,Dsa_cold_dry_summer,positive,8,0,dry_marginal,1.470588235294117,-8.672145328719722,12.847102076124575
warm_season,both_inclusive,refitted,Dsa_cold_dry_summer,positive,8,0,hot_marginal,17.214532871972317,9.6875,26.79606401384083
warm_season,both_inclusive,refitted,Dsa_cold_dry_summer,positive,8,0,excess_joint,1.1678200692041532,-6.141868512110725,6.57439446366782
