scenario,index_name,year,count,rate_pct
full_w11_t7,cool_days,2003,32.138888888888886,8.88473409747574
full_w11_t7,cool_days,2004,33.47222222222222,9.255303865122071
full_w11_t7,cool_days,2005,33.583333333333336,9.240991840570118
full_w11_t7,cool_days,2006,33.2037037037037,9.119895507821717
full_w11_t7,cool_days,2007,32.398148148148145,8.900168941665171
full_w11_t7,cool_days,2008,43.101851851851855,11.822578615025874
full_w11_t7,cool_days,2009,32.629629629629626,8.956009279250805
full_w11_t7,cool_days,2010,15.685185185185185,4.302552686808789
full_w11_t7,cool_days,2011,32.870370370370374,9.033591025968077
full_w11_t7,cool_days,2012,30.796296296296298,8.476233975462597
full_w11_t7,cool_days,2013,31.15740740740741,8.539599143942548
full_w11_t7,cool_days,2014,29.39814814814815,8.118945378684513
full_w11_t7,cool_days,2015,26.12962962962963,7.1913608393570385
full_w11_t7,cool_days,2016,24.89814814814815,6.857800114737857
full_w11_t7,cool_days,2017,18.712962962962962,5.144867285418034
full_w11_t7,cool_days,2018,20.083333333333332,5.5289864345040165
full_w11_t7,cool_days,2019,26.916666666666668,7.415720735962108
full_w11_t7,cool_days,2020,31.462962962962962,8.643293134103873
full_w11_t7,cool_days,2021,12.805555555555555,3.5209706439932527
full_w11_t7,cool_days,2022,16.583333333333332,4.54974979655021
full_w11_t7,cool_days,2023,14.62037037037037,4.018051947451524
full_w11_t7,cool_days,2024,19.796296296296298,5.445002209590738
full_w11_t7,cool_nights,1991,51.81481481481482,14.632421612371443
full_w11_t7,cool_nights,1992,94.47222222222223,26.979808884577434
full_w11_t7,cool_nights,1993,59.76851851851852,16.954735299240475
full_w11_t7,cool_nights,1994,46.601851851851855,13.09542914546953
full_w11_t7,cool_nights,1995,46.18518518518518,12.91708708304731
full_w11_t7,cool_nights,1996,43.77777777777778,12.325361563031509
full_w11_t7,cool_nights,1997,42.898148148148145,12.076628665368062
full_w11_t7,cool_nights,1998,26.88888888888889,7.604022513619924
full_w11_t7,cool_nights,1999,29.34259259259259,8.227617378362043
full_w11_t7,cool_nights,2000,32.74074074074074,9.17569858532148
full_w11_t7,cool_nights,2001,25.796296296296298,7.170630882080561
full_w11_t7,cool_nights,2002,29.36111111111111,8.195577788072466
full_w11_t7,cool_nights,2003,36.72222222222222,10.254247738160498
full_w11_t7,cool_nights,2004,35.648148148148145,9.924247650258733
full_w11_t7,cool_nights,2005,31.90740740740741,8.818480319006767
full_w11_t7,cool_nights,2006,30.61111111111111,8.421410122185991
full_w11_t7,cool_nights,2007,35.092592592592595,9.638175157674592
full_w11_t7,cool_nights,2008,41.361111111111114,11.350082463711457
full_w11_t7,cool_nights,2009,28.537037037037038,7.830660536994139
full_w11_t7,cool_nights,2010,20.48148148148148,5.617978781018429
full_w11_t7,cool_nights,2011,35.361111111111114,9.715186626348052
full_w11_t7,cool_nights,2012,30.14814814814815,8.30323067997185
full_w11_t7,cool_nights,2013,35.592592592592595,9.754113213017321
full_w11_t7,cool_nights,2014,28.72222222222222,7.923351567363154
full_w11_t7,cool_nights,2015,22.203703703703702,6.122747536350736
full_w11_t7,cool_nights,2016,26.87037037037037,7.396609417286554
full_w11_t7,cool_nights,2017,26.203703703703702,7.210239387453665
full_w11_t7,cool_nights,2018,14.277777777777779,3.926873576914239
full_w11_t7,cool_nights,2019,22.175925925925927,6.118091195829169
full_w11_t7,cool_nights,2020,29.046296296296298,7.9771309189513016
full_w11_t7,cool_nights,2021,19.435185185185187,5.348319271370266
full_w11_t7,cool_nights,2022,18.89814814814815,5.181633485601383
full_w11_t7,cool_nights,2023,16.212962962962962,4.44526106545619
full_w11_t7,cool_nights,2024,19.046296296296298,5.220922834786576
full_w11_t7,warm_days,1991,11.601851851851851,3.186525005855982
full_w11_t7,warm_days,1992,6.388888888888889,1.786647812450666
full_w11_t7,warm_days,1993,8.796296296296296,2.4313954328104663
full_w11_t7,warm_days,1994,13.62037037037037,3.7596946759789325
