index_name,station_id,station_name,cluster_baseline,cluster_hierarchical_complete_euclidean,cluster_hierarchical_ward_euclidean,cluster_hierarchical_average_cityblock,cluster_kmeans
warm_nights,40774,Borujerd,4,2,3,4,1
warm_nights,40778,Gonabad,4,4,4,4,4
warm_nights,40779,Eslamabad-E-Gharb,4,4,4,4,4
warm_nights,40780,Ilam,1,1,1,1,3
warm_nights,40782,Khorramabad,4,4,4,4,4
warm_nights,40783,Aligudarz,4,4,4,4,4
warm_nights,40785,Kashan,4,3,4,4,1
warm_nights,40787,Daran,4,3,4,4,4
warm_nights,40789,Khur-Va-Biabanak,4,3,3,4,1
warm_nights,40790,Robat-E-Poshtebadam,3,4,2,2,2
warm_nights,40791,Tabas,4,3,3,4,1
warm_nights,40792,Ferdows,4,3,3,4,1
warm_nights,40793,Qaen,4,3,4,4,4
warm_nights,40794,Safiabad (Dezful),4,4,4,4,4
warm_nights,40796,Dehloran,4,3,4,4,4
warm_nights,40797,Kuhrang,4,4,4,4,2
warm_nights,40798,Shahrekord,1,1,1,1,3
warm_nights,40799,Ardestan,4,4,4,4,4
warm_nights,40800,Esfahan,4,2,3,4,1
warm_nights,40801,Naein,4,3,4,4,4
warm_nights,40802,Esfahan (Airport),3,4,2,2,2
warm_nights,40803,Kabutarabad,4,2,3,4,1
warm_nights,40809,Birjand,3,4,2,2,2
warm_nights,40810,Bostan,4,3,3,4,1
warm_nights,40811,Ahvaz,2,2,3,3,1
warm_nights,40812,Masjedsoleyman,4,4,4,4,4
warm_nights,40813,Ramhormoz,2,2,3,3,1
warm_nights,40818,Abadeh,4,3,4,4,4
warm_nights,40821,Yazd,4,3,4,4,1
warm_nights,40827,Nehbandan,3,4,2,2,2
warm_nights,40829,Zabol,4,3,4,4,4
warm_nights,40831,Abadan,2,2,3,3,1
warm_nights,40832,Bandar-E- Mahshahr,4,2,3,4,1
warm_nights,40833,Omidiyeh (Aghajari),4,3,4,4,4
warm_nights,40835,Dogonbadan,4,4,4,4,2
warm_nights,40836,Yasuj,1,1,1,1,3
warm_nights,40839,Anar,4,4,4,4,4
warm_nights,40841,Kerman,4,4,4,4,4
warm_nights,40844,Dorudzan,1,1,1,1,3
warm_nights,40847,Zarqan,4,3,4,4,4
warm_nights,40848,Shiraz,1,1,1,1,3
warm_nights,40849,Shahrebabak,3,4,2,2,2
warm_nights,40851,Sirjan,4,3,4,4,4
warm_nights,40853,Baft,4,2,3,4,1
warm_nights,40854,Bam,4,3,3,4,1
warm_nights,40856,Zahedan,3,4,2,2,2
warm_nights,40857,Bushehr (Coastal),4,3,4,4,4
warm_nights,40858,Bushehr (Airport),2,2,3,3,1
warm_nights,40859,Fasa,4,3,3,4,1
warm_nights,40870,Khash,4,3,4,4,4
warm_nights,40873,Lar,4,3,4,4,4
warm_nights,40875,Bandarabbas,4,4,4,4,4
warm_nights,40876,Minab,4,3,4,4,4
warm_nights,40877,Kahnuj,4,4,4,4,4
warm_nights,40878,Saravan,4,4,4,4,2
warm_nights,40879,Iranshahr,4,3,4,4,4
warm_nights,40882,Kish Island,4,3,4,4,4
warm_nights,40883,Bandar-E-Lengeh,3,4,2,2,2
warm_nights,40889,Siri Island,4,4,4,4,4
warm_nights,40890,Abumusa Island,4,3,4,4,4
warm_nights,40893,Jask,4,4,4,4,2
warm_nights,40898,Chahbahar,4,2,3,4,1
warm_nights,88187,Jam,4,3,4,4,4
warm_nights,99331,Tehran (Geophysic),1,1,1,1,3
warm_nights,99407,Boshruyeh,4,3,4,4,4
warm_nights,99421,Natanz,4,4,4,4,4
warm_nights,99459,Borujen,4,4,4,4,4
warm_nights,99623,Zahak,4,3,4,4,4
